Suburb,Rooms,Type,Price,Year,Distance,CouncilArea
SOUTH YARRA,3,u,1230000,2016,2,Melbourne City Council
SOUTH YARRA,2,u,965000,2016,2,Melbourne City Council
SOUTH YARRA,1,u,315000,2016,2,Melbourne City Council
SOUTH YARRA,3,h,1510000,2016,2,Melbourne City Council
SOUTH YARRA,1,u,362000,2016,2,Melbourne City Council
SOUTH YARRA,1,u,402000,2016,2,Melbourne City Council
SOUTH YARRA,3,u,1880000,2016,2,Melbourne City Council
SPRINGVALE,3,h,730000,2016,20,Greater Dandenong City Council
SPRINGVALE,2,h,910000,2016,20,Greater Dandenong City Council
SPRINGVALE,3,u,385000,2016,20,Greater Dandenong City Council
SPRINGVALE SOUTH,4,h,775000,2016,22,Greater Dandenong City Council
ST ALBANS,3,h,590000,2016,14,Brimbank City Council
ST ALBANS,3,h,661000,2016,14,Brimbank City Council
ST KILDA,2,u,671000,2016,5,Port Phillip City Council
ST KILDA,2,u,430000,2016,5,Port Phillip City Council
ST KILDA,2,u,770000,2016,5,Port Phillip City Council
ST KILDA,2,h,1650000,2016,5,Port Phillip City Council
ST KILDA,2,u,640000,2016,5,Port Phillip City Council
ST KILDA,3,h,1500000,2016,5,Port Phillip City Council
ST KILDA,2,u,602000,2016,5,Port Phillip City Council
ST KILDA,3,h,1915000,2016,5,Port Phillip City Council
ST KILDA,2,u,485000,2016,5,Port Phillip City Council
ST KILDA,2,u,575000,2016,5,Port Phillip City Council
ST KILDA,2,u,695000,2016,5,Port Phillip City Council
ST KILDA,1,u,410000,2016,5,Port Phillip City Council
SUNSHINE,3,h,800000,2016,10,Brimbank City Council
SUNSHINE,3,h,950000,2016,10,Brimbank City Council
SUNSHINE,3,h,625000,2016,10,Brimbank City Council
SUNSHINE,2,h,710000,2016,10,Brimbank City Council
SUNSHINE WEST,3,h,488000,2016,10,Brimbank City Council
SUNSHINE WEST,3,h,560000,2016,10,Brimbank City Council
SUNSHINE WEST,3,h,478000,2016,10,Brimbank City Council
SUNSHINE WEST,3,h,615000,2016,10,Brimbank City Council
SURREY HILLS,3,t,1330500,2016,10,Boroondara City Council
SURREY HILLS,3,t,1325000,2016,10,Boroondara City Council
TAYLORS HILL,4,h,696000,2016,18,Melton City Council
TAYLORS HILL,4,h,880000,2016,18,Melton City Council
TAYLORS HILL,3,h,670000,2016,18,Melton City Council
TAYLORS HILL,4,h,600000,2016,18,Melton City Council
TAYLORS LAKES,4,h,842000,2016,15,Brimbank City Council
TAYLORS LAKES,4,h,780000,2016,15,Brimbank City Council
TAYLORS LAKES,4,h,951000,2016,15,Brimbank City Council
TEMPLESTOWE,4,t,850000,2016,15,Manningham City Council
TEMPLESTOWE,4,h,1700000,2016,15,Manningham City Council
TEMPLESTOWE LOWER,4,h,1165000,2016,12,Manningham City Council
TEMPLESTOWE LOWER,3,h,1098000,2016,12,Manningham City Council
TEMPLESTOWE LOWER,3,h,742500,2016,12,Manningham City Council
THOMASTOWN,4,h,452500,2016,15,Whittlesea City Council
THOMASTOWN,3,u,650000,2016,15,Whittlesea City Council
THORNBURY,2,u,470000,2016,7,Darebin City Council
THORNBURY,3,h,1470000,2016,7,Darebin City Council
THORNBURY,2,u,435000,2016,7,Darebin City Council
THORNBURY,1,u,517500,2016,7,Darebin City Council
THORNBURY,1,u,370000,2016,7,Darebin City Council
THORNBURY,2,u,520000,2016,7,Darebin City Council
TOORAK,3,h,4300000,2016,4,Stonnington City Council
TOORAK,3,h,1435000,2016,4,Stonnington City Council
TOORAK,4,h,5500000,2016,4,Stonnington City Council
TOORAK,1,u,546000,2016,4,Stonnington City Council
TOORAK,3,h,1635000,2016,4,Stonnington City Council
TULLAMARINE,3,h,580000,2016,12,Brimbank City Council
VERMONT,3,h,865000,2016,17,Maroondah City Council
VERMONT,4,h,1420000,2016,17,Maroondah City Council
VERMONT,2,u,561000,2016,17,Maroondah City Council
VIEWBANK,2,u,556000,2016,8,Banyule City Council
VIEWBANK,4,h,1010000,2016,8,Banyule City Council
VIEWBANK,3,h,880000,2016,8,Banyule City Council
WANTIRNA,4,h,1250000,2016,14,Knox City Council
WANTIRNA SOUTH,4,h,885000,2016,14,Knox City Council
WATSONIA,3,h,660000,2016,14,Banyule City Council
WATSONIA,3,h,581000,2016,14,Banyule City Council
WATSONIA,3,h,655000,2016,14,Banyule City Council
WERRIBEE,3,h,415000,2016,14,Wyndham City Council
WERRIBEE,3,h,437000,2016,14,Wyndham City Council
WERRIBEE,5,h,690000,2016,14,Wyndham City Council
WEST FOOTSCRAY,1,u,300000,2016,6,Maribyrnong City Council
WEST FOOTSCRAY,3,h,1061000,2016,6,Maribyrnong City Council
WEST FOOTSCRAY,6,h,1020000,2016,6,Maribyrnong City Council
WEST FOOTSCRAY,2,h,912500,2016,6,Maribyrnong City Council
WEST FOOTSCRAY,2,u,565000,2016,6,Maribyrnong City Council
WEST FOOTSCRAY,3,h,1074000,2016,6,Maribyrnong City Council
WEST FOOTSCRAY,3,h,1021000,2016,6,Maribyrnong City Council
WEST MELBOURNE,3,u,650000,2016,3,Melbourne City Council
WHEELERS HILL,4,h,1300000,2016,16,Monash City Council
WHEELERS HILL,3,h,1100000,2016,16,Monash City Council
WHEELERS HILL,5,h,1400000,2016,16,Monash City Council
WHEELERS HILL,4,h,890000,2016,16,Monash City Council
WILLIAMSTOWN,3,u,890000,2016,6,Hobsons Bay City Council
WILLIAMSTOWN NORTH,3,h,1075000,2016,6,Hobsons Bay City Council
WILLIAMSTOWN NORTH,2,u,580000,2016,6,Hobsons Bay City Council
WINDSOR,3,h,1850000,2016,4,Port Phillip City Council
WINDSOR,3,u,825000,2016,4,Port Phillip City Council
WOLLERT,3,h,457500,2016,25,Whittlesea City Council
WOLLERT,4,h,555000,2016,25,Whittlesea City Council
WYNDHAM VALE,4,h,416000,2016,27,Wyndham City Council
YARRAVILLE,4,h,1550000,2016,6,Maribyrnong City Council
YARRAVILLE,3,h,770000,2016,6,Maribyrnong City Council
YARRAVILLE,3,h,871000,2016,6,Maribyrnong City Council
YARRAVILLE,3,h,780000,2016,6,Maribyrnong City Council
YARRAVILLE,2,t,650000,2016,6,Maribyrnong City Council
YARRAVILLE,3,h,770000,2016,6,Maribyrnong City Council
YARRAVILLE,3,h,851000,2016,6,Maribyrnong City Council
ABBOTSFORD,2,h,1035000,2016,3,Yarra City Council
ALBION,2,h,765000,2016,10,Brimbank City Council
ALTONA,2,t,720000,2016,11,Hobsons Bay City Council
ASCOT VALE,3,h,895000,2016,4,Moonee Valley City Council
BALWYN,1,u,450000,2016,7,Boroondara City Council
BENTLEIGH,3,h,1222500,2016,11,Glen Eira City Council
BENTLEIGH EAST,3,t,775000,2016,13,Glen Eira City Council
BERWICK,4,h,743000,2016,35,Casey City Council
BLACK ROCK,2,u,700000,2016,17,Bayside City Council
BLACKBURN,3,t,900000,2016,13,Whitehorse City Council
BLACKBURN SOUTH,4,h,1065000,2016,13,Whitehorse City Council
BLACKBURN SOUTH,3,h,1230000,2016,13,Whitehorse City Council
BROADMEADOWS,3,h,395000,2016,14,Hume City Council
BURWOOD,3,h,1151000,2016,10,Monash City Council
BURWOOD,3,h,1755000,2016,10,Monash City Council
CAIRNLEA,4,t,571000,2016,14,Brimbank City Council
CARRUM DOWNS,3,h,450000,2016,34,Frankston City Council
CHADSTONE,4,h,890000,2016,11,Monash City Council
CHELTENHAM,2,u,520000,2016,17,Bayside City Council
CHELTENHAM,3,u,756500,2016,17,Bayside City Council
CLAYTON SOUTH,3,h,782000,2016,17,Kingston City Council
COBURG,3,h,675000,2016,6,Darebin City Council
CRANBOURNE EAST,4,h,530500,2016,34,Casey City Council
CROYDON,3,h,841000,2016,23,Maroondah City Council
DANDENONG,3,h,565000,2016,24,Greater Dandenong City Council
DANDENONG NORTH,3,h,670000,2016,24,Greater Dandenong City Council
DEER PARK,3,h,466000,2016,14,Brimbank City Council
DEER PARK,3,h,466000,2016,14,Brimbank City Council
DONCASTER,4,t,1320000,2016,12,Manningham City Council
DOREEN,4,h,460000,2016,25,Nillumbik Shire Council
DOREEN,3,h,442500,2016,25,Nillumbik Shire Council
DOVETON,3,h,415000,2016,28,Casey City Council
EDITHVALE,3,h,1039000,2016,27,Kingston City Council
ELWOOD,3,t,1395000,2016,7,Port Phillip City Council
EPPING,3,u,414000,2016,19,Whittlesea City Council
EPPING,3,u,407000,2016,19,Whittlesea City Council
EPPING,3,h,498000,2016,19,Whittlesea City Council
EPPING,3,h,436500,2016,19,Whittlesea City Council
EPPING,3,h,544000,2016,19,Whittlesea City Council
ESSENDON,3,h,911000,2016,7,Moonee Valley City Council
EYNESBURY,4,h,398500,2016,29,Melton City Council
FAWKNER,3,h,645000,2016,13,Hume City Council
FERNTREE GULLY,4,h,837000,2016,24,Knox City Council
FOOTSCRAY,1,u,216000,2016,5,Maribyrnong City Council
GISBORNE SOUTH,3,h,700000,2016,45,Macedon Ranges Shire Council
GLEN WAVERLEY,4,h,1250000,2016,16,Monash City Council
HILLSIDE,3,h,625000,2016,18,Brimbank City Council
HILLSIDE,4,h,735000,2016,18,Brimbank City Council
HOPPERS CROSSING,3,h,475000,2016,18,Wyndham City Council
JACANA,2,h,461000,2016,14,Hume City Council
KEILOR LODGE,3,h,680000,2016,15,Brimbank City Council
KEYSBOROUGH,3,h,737500,2016,25,Greater Dandenong City Council
KILSYTH,4,h,850000,2016,26,Maroondah City Council
LAVERTON,4,h,482000,2016,15,Hobsons Bay City Council
MAIDSTONE,3,h,1200000,2016,6,Maribyrnong City Council
MAIDSTONE,2,h,927000,2016,6,Maribyrnong City Council
MALVERN EAST,2,u,350000,2016,8,Stonnington City Council
MARIBYRNONG,3,t,560000,2016,4,Maribyrnong City Council
MARIBYRNONG,3,t,560000,2016,4,Maribyrnong City Council
MEADOW HEIGHTS,3,h,290000,2016,17,Hume City Council
MEADOW HEIGHTS,1,h,257500,2016,17,Hume City Council
MELBOURNE,2,u,520000,2016,0,Melbourne City Council
MENTONE,1,u,245000,2016,20,Kingston City Council
MITCHAM,3,u,812000,2016,17,Whitehorse City Council
MONT ALBERT,2,u,750000,2016,10,Boroondara City Council
MOORABBIN,3,h,1417250,2016,14,Kingston City Council
NUNAWADING,3,h,835000,2016,15,Manningham City Council
OAKLEIGH SOUTH,4,h,876000,2016,15,Kingston City Council
ORMOND,1,u,250000,2016,11,Glen Eira City Council
PORT MELBOURNE,2,u,550000,2016,3,Melbourne City Council
RICHMOND,3,h,1102000,2016,2,Yarra City Council
RINGWOOD,3,h,595000,2016,19,Maroondah City Council
RINGWOOD EAST,4,h,1010000,2016,21,Maroondah City Council
ROXBURGH PARK,3,h,424500,2016,20,Hume City Council
ROXBURGH PARK,4,h,457000,2016,20,Hume City Council
ST ALBANS,3,h,600000,2016,14,Brimbank City Council
ST ALBANS,3,h,550000,2016,14,Brimbank City Council
ST ALBANS,3,h,580000,2016,14,Brimbank City Council
STRATHMORE,4,h,1500000,2016,8,Moonee Valley City Council
SURREY HILLS,3,u,930000,2016,10,Boroondara City Council
SYDENHAM,3,h,639000,2016,18,Brimbank City Council
TAYLORS HILL,3,h,540500,2016,18,Melton City Council
TEMPLESTOWE,5,h,1450000,2016,15,Manningham City Council
THOMASTOWN,3,h,580000,2016,15,Whittlesea City Council
THORNBURY,2,t,805000,2016,7,Darebin City Council
THORNBURY,5,h,1645000,2016,7,Darebin City Council
WEST FOOTSCRAY,3,h,1415000,2016,6,Maribyrnong City Council
WILLIAMS LANDING,4,h,600500,2016,17,Wyndham City Council
YARRAVILLE,2,h,890000,2016,6,Maribyrnong City Council
ABBOTSFORD,3,h,1465000,2017,3,Yarra City Council
ABBOTSFORD,3,h,850000,2017,3,Yarra City Council
ABERFELDIE,4,h,1646000,2017,7,Moonee Valley City Council
AIRPORT WEST,3,h,770000,2017,10,Moonee Valley City Council
AIRPORT WEST,2,h,603000,2017,10,Moonee Valley City Council
AIRPORT WEST,3,t,700000,2017,10,Moonee Valley City Council
AIRPORT WEST,3,h,600000,2017,10,Moonee Valley City Council
AIRPORT WEST,2,u,500000,2017,10,Moonee Valley City Council
ALBERT PARK,3,h,2850000,2017,3,Port Phillip City Council
ALBERT PARK,3,h,1850000,2017,3,Port Phillip City Council
ALBERT PARK,2,h,1436000,2017,3,Port Phillip City Council
ALBION,3,h,730000,2017,10,Brimbank City Council
ALBION,2,h,730000,2017,10,Brimbank City Council
ALPHINGTON,3,h,1492000,2017,5,Darebin City Council
ALTONA,3,h,1120000,2017,11,Hobsons Bay City Council
ALTONA NORTH,4,h,960000,2017,9,Hobsons Bay City Council
ALTONA NORTH,3,h,750000,2017,9,Hobsons Bay City Council
ALTONA NORTH,2,t,421000,2017,9,Hobsons Bay City Council
ALTONA NORTH,3,h,1405000,2017,9,Hobsons Bay City Council
ARDEER,3,h,560000,2017,12,Brimbank City Council
ARDEER,4,h,593000,2017,12,Brimbank City Council
ARMADALE,3,h,2050000,2017,6,Stonnington City Council
ARMADALE,3,h,1870000,2017,6,Stonnington City Council
ARMADALE,2,u,678000,2017,6,Stonnington City Council
ARMADALE,3,t,1918000,2017,6,Stonnington City Council
ARMADALE,2,u,660000,2017,6,Stonnington City Council
ARMADALE,3,h,2050000,2017,6,Stonnington City Council
ASCOT VALE,3,h,1380000,2017,4,Moonee Valley City Council
ASCOT VALE,2,u,490000,2017,4,Moonee Valley City Council
ASCOT VALE,4,h,1850000,2017,4,Moonee Valley City Council
ASCOT VALE,3,h,1284000,2017,4,Moonee Valley City Council
ASHBURTON,2,u,500000,2017,10,Boroondara City Council
ASHBURTON,2,h,1575000,2017,10,Boroondara City Council
ASHBURTON,4,h,1991000,2017,10,Boroondara City Council
ASHWOOD,3,u,1045000,2017,10,Monash City Council
ASHWOOD,4,h,1200000,2017,10,Monash City Council
ASPENDALE,3,h,1045000,2017,21,Kingston City Council
ASPENDALE GARDENS,4,h,1126000,2017,21,Kingston City Council
ASPENDALE GARDENS,3,t,700000,2017,21,Kingston City Council
ATTWOOD,4,h,740000,2017,16,Hume City Council
AVONDALE HEIGHTS,3,h,848000,2017,9,Moonee Valley City Council
AVONDALE HEIGHTS,4,h,806000,2017,9,Moonee Valley City Council
BALWYN,3,t,1400000,2017,7,Boroondara City Council
BALWYN,2,u,812000,2017,7,Boroondara City Council
BALWYN,4,h,4260000,2017,7,Boroondara City Council
BALWYN NORTH,3,h,2000000,2017,9,Boroondara City Council
BALWYN NORTH,4,h,1750000,2017,9,Boroondara City Council
BALWYN NORTH,3,h,1450000,2017,9,Boroondara City Council
BALWYN NORTH,4,h,2614000,2017,9,Boroondara City Council
BALWYN NORTH,4,h,1825000,2017,9,Boroondara City Council
BALWYN NORTH,4,h,2550000,2017,9,Boroondara City Council
BAYSWATER,3,h,790000,2017,23,Knox City Council
BAYSWATER,2,u,465000,2017,23,Knox City Council
BAYSWATER,3,h,702000,2017,23,Knox City Council
BAYSWATER NORTH,4,h,836000,2017,23,Maroondah City Council
BEAUMARIS,3,h,1190000,2017,17,Bayside City Council
BEAUMARIS,2,u,740000,2017,17,Bayside City Council
BEAUMARIS,3,h,1555000,2017,17,Bayside City Council
BEAUMARIS,5,h,2310000,2017,17,Bayside City Council
BEAUMARIS,3,h,1250000,2017,17,Bayside City Council
BEAUMARIS,3,t,1086000,2017,17,Bayside City Council
BEAUMARIS,3,h,1450000,2017,17,Bayside City Council
BENTLEIGH,4,h,2470000,2017,11,Glen Eira City Council
BENTLEIGH,3,t,710000,2017,11,Glen Eira City Council
BENTLEIGH,4,h,1260000,2017,11,Glen Eira City Council
BENTLEIGH,2,u,896000,2017,11,Glen Eira City Council
BENTLEIGH EAST,3,t,1115000,2017,13,Glen Eira City Council
BENTLEIGH EAST,4,h,1190000,2017,13,Glen Eira City Council
BENTLEIGH EAST,4,h,1270000,2017,13,Glen Eira City Council
BENTLEIGH EAST,3,u,1025000,2017,13,Glen Eira City Council
BENTLEIGH EAST,2,u,737500,2017,13,Glen Eira City Council
BENTLEIGH EAST,3,u,740000,2017,13,Glen Eira City Council
BENTLEIGH EAST,4,h,1960000,2017,13,Glen Eira City Council
BENTLEIGH EAST,4,t,1000000,2017,13,Glen Eira City Council
BERWICK,4,h,532000,2017,35,Casey City Council
BERWICK,5,h,850000,2017,35,Casey City Council
BLACK ROCK,2,u,1021000,2017,17,Bayside City Council
BLACK ROCK,4,t,2300000,2017,17,Bayside City Council
BLACK ROCK,2,u,877000,2017,17,Bayside City Council
BLACKBURN,4,h,1480000,2017,13,Whitehorse City Council
BLACKBURN,5,h,2015000,2017,13,Whitehorse City Council
BLACKBURN,2,u,730000,2017,13,Whitehorse City Council
BLACKBURN NORTH,3,h,1000000,2017,13,Whitehorse City Council
BLACKBURN SOUTH,3,h,1326000,2017,13,Whitehorse City Council
BLACKBURN SOUTH,2,u,735000,2017,13,Whitehorse City Council
BONBEACH,2,u,566000,2017,27,Kingston City Council
BONBEACH,2,u,483500,2017,27,Kingston City Council
BORONIA,4,h,922000,2017,25,Knox City Council
BOX HILL,2,u,645000,2017,10,Whitehorse City Council
BOX HILL,2,u,790000,2017,10,Whitehorse City Council
BOX HILL,4,h,880000,2017,10,Whitehorse City Council
BRAYBROOK,3,t,502000,2017,8,Maribyrnong City Council
BRIGHTON,2,u,1300000,2017,10,Bayside City Council
BRIGHTON,3,h,1390000,2017,10,Bayside City Council
BRIGHTON,4,h,4250000,2017,10,Bayside City Council
BRIGHTON,4,h,2905000,2017,10,Bayside City Council
BRIGHTON,2,u,1300000,2017,10,Bayside City Council
BRIGHTON,3,t,1725000,2017,10,Bayside City Council
BRIGHTON,3,h,2266000,2017,10,Bayside City Council
BRIGHTON EAST,3,t,1302500,2017,10,Bayside City Council
BRIGHTON EAST,2,h,1445000,2017,10,Bayside City Council
BRIGHTON EAST,4,t,1350000,2017,10,Bayside City Council
BRIGHTON EAST,4,h,1840000,2017,10,Bayside City Council
BROADMEADOWS,3,h,550000,2017,14,Hume City Council
BROADMEADOWS,3,h,470000,2017,14,Hume City Council
BROADMEADOWS,3,u,386000,2017,14,Hume City Council
BROADMEADOWS,3,h,546000,2017,14,Hume City Council
BROADMEADOWS,3,h,300000,2017,14,Hume City Council
BROOKLYN,3,h,790000,2017,6,Brimbank City Council
BRUNSWICK,2,t,665000,2017,5,Moreland City Council
BRUNSWICK,2,u,570000,2017,5,Moreland City Council
BRUNSWICK,4,h,1330000,2017,5,Moreland City Council
BRUNSWICK,4,h,2230000,2017,5,Moreland City Council
BRUNSWICK EAST,1,u,410000,2017,4,Moreland City Council
BRUNSWICK EAST,2,h,580000,2017,4,Moreland City Council
BRUNSWICK EAST,2,u,675000,2017,4,Moreland City Council
BRUNSWICK EAST,3,h,1350000,2017,4,Moreland City Council
BRUNSWICK EAST,3,t,940000,2017,4,Moreland City Council
BRUNSWICK EAST,3,h,930000,2017,4,Moreland City Council
BRUNSWICK EAST,3,h,1495000,2017,4,Moreland City Council
BRUNSWICK WEST,3,h,942000,2017,5,Moreland City Council
BRUNSWICK WEST,2,u,471000,2017,5,Moreland City Council
BULLEEN,4,h,1303000,2017,10,Manningham City Council
BULLEEN,5,h,1336000,2017,10,Manningham City Council
BUNDOORA,4,h,920000,2017,12,Banyule City Council
BUNDOORA,3,h,791000,2017,12,Banyule City Council
BUNDOORA,3,h,820000,2017,12,Banyule City Council
BUNDOORA,4,h,805000,2017,12,Banyule City Council
BUNDOORA,4,h,811000,2017,12,Banyule City Council
BURWOOD,5,h,1505000,2017,10,Monash City Council
BURWOOD,3,h,935000,2017,10,Monash City Council
BURWOOD,3,u,686000,2017,10,Monash City Council
BURWOOD,3,h,1400000,2017,10,Monash City Council
BURWOOD EAST,3,h,1050000,2017,14,Whitehorse City Council
CAMBERWELL,3,t,1175000,2017,7,Boroondara City Council
CAMBERWELL,5,h,2240000,2017,7,Boroondara City Council
CAMBERWELL,5,h,2860000,2017,7,Boroondara City Council
CAMBERWELL,3,h,1910000,2017,7,Boroondara City Council
CANTERBURY,4,t,1550000,2017,8,Boroondara City Council
CANTERBURY,2,h,765000,2017,8,Boroondara City Council
CANTERBURY,3,u,2130000,2017,8,Boroondara City Council
CARLTON,2,h,1460000,2017,1,Melbourne City Council
CARLTON NORTH,3,h,1540000,2017,3,Melbourne City Council
CARLTON NORTH,4,h,1425000,2017,3,Melbourne City Council
CARLTON NORTH,2,h,1725000,2017,3,Melbourne City Council
CARNEGIE,2,u,510000,2017,10,Glen Eira City Council
CARNEGIE,4,h,1647000,2017,10,Glen Eira City Council
CARNEGIE,1,u,255000,2017,10,Glen Eira City Council
CARNEGIE,2,h,890000,2017,10,Glen Eira City Council
CARNEGIE,1,u,346000,2017,10,Glen Eira City Council
CARNEGIE,3,t,860000,2017,10,Glen Eira City Council
CARNEGIE,2,u,586000,2017,10,Glen Eira City Council
CAULFIELD,1,u,323000,2017,8,Glen Eira City Council
CAULFIELD,2,u,550000,2017,8,Glen Eira City Council
CAULFIELD NORTH,2,u,580000,2017,7,Glen Eira City Council
CAULFIELD SOUTH,2,h,1065000,2017,8,Glen Eira City Council
CHADSTONE,3,h,1000000,2017,11,Monash City Council
CHADSTONE,2,h,644000,2017,11,Monash City Council
CHELSEA,2,u,650000,2017,27,Kingston City Council
CHELSEA,3,h,750000,2017,27,Kingston City Council
CHELSEA,3,u,895000,2017,27,Kingston City Council
CHELSEA,3,h,680000,2017,27,Kingston City Council
CHELSEA HEIGHTS,3,h,720000,2017,27,Kingston City Council
CHELTENHAM,3,t,1020000,2017,17,Bayside City Council
CHELTENHAM,4,h,1226000,2017,17,Bayside City Council
CHELTENHAM,5,h,1601000,2017,17,Bayside City Council
CHELTENHAM,4,h,1288000,2017,17,Bayside City Council
CHELTENHAM,3,h,1320000,2017,17,Bayside City Council
CHELTENHAM,2,h,661000,2017,17,Bayside City Council
CHELTENHAM,2,t,739000,2017,17,Bayside City Council
CHELTENHAM,3,h,1330000,2017,17,Bayside City Council
CHELTENHAM,4,h,1150000,2017,17,Bayside City Council
CHELTENHAM,4,h,1043000,2017,17,Bayside City Council
CHELTENHAM,4,h,995000,2017,17,Bayside City Council
CHELTENHAM,2,t,657500,2017,17,Bayside City Council
CHELTENHAM,3,h,1025000,2017,17,Bayside City Council
CLAYTON,3,u,685000,2017,16,Monash City Council
CLAYTON SOUTH,3,h,756000,2017,17,Kingston City Council
CLAYTON SOUTH,3,h,756000,2017,17,Kingston City Council
COBURG,3,h,1300000,2017,6,Darebin City Council
COBURG,3,h,1010000,2017,6,Darebin City Council
COBURG,3,h,1202000,2017,6,Darebin City Council
COBURG,3,h,1370000,2017,6,Darebin City Council
COBURG,2,h,550000,2017,6,Darebin City Council
COBURG,3,h,1000000,2017,6,Darebin City Council
COBURG,3,h,935500,2017,6,Darebin City Council
COBURG,8,u,2250000,2017,6,Darebin City Council
COBURG NORTH,3,t,631000,2017,6,Darebin City Council
COBURG NORTH,2,t,600000,2017,6,Darebin City Council
COBURG NORTH,4,h,820000,2017,6,Darebin City Council
COBURG NORTH,3,h,715000,2017,6,Darebin City Council
COBURG NORTH,3,h,735000,2017,6,Darebin City Council
COBURG NORTH,4,h,1180000,2017,6,Darebin City Council
COLLINGWOOD,2,h,1320000,2017,2,Yarra City Council
COLLINGWOOD,2,h,1430000,2017,2,Yarra City Council
COLLINGWOOD,3,t,1125000,2017,2,Yarra City Council
COLLINGWOOD,3,u,950000,2017,2,Yarra City Council
COLLINGWOOD,2,u,910000,2017,2,Yarra City Council
COLLINGWOOD,1,u,452000,2017,2,Yarra City Council
COLLINGWOOD,1,u,440000,2017,2,Yarra City Council
CRAIGIEBURN,3,h,592500,2017,20,Hume City Council
CRAIGIEBURN,3,h,560000,2017,20,Hume City Council
CRAIGIEBURN,3,h,420000,2017,20,Hume City Council
CROYDON,3,h,600000,2017,23,Maroondah City Council
CROYDON,5,h,842500,2017,23,Maroondah City Council
CROYDON NORTH,4,h,936000,2017,23,Maroondah City Council
DANDENONG NORTH,4,h,765000,2017,24,Greater Dandenong City Council
DANDENONG NORTH,3,h,665000,2017,24,Greater Dandenong City Council
DEEPDENE,4,h,3200000,2017,7,Boroondara City Council
DEEPDENE,4,h,2230000,2017,7,Boroondara City Council
DELAHEY,3,h,600000,2017,18,Brimbank City Council
DELAHEY,3,h,535000,2017,18,Brimbank City Council
DINGLEY VILLAGE,4,h,1152000,2017,22,Kingston City Council
DONCASTER,3,h,1100000,2017,12,Manningham City Council
DONCASTER,4,t,1231000,2017,12,Manningham City Council
DONCASTER,5,h,1535000,2017,12,Manningham City Council
DONCASTER,3,h,1125000,2017,12,Manningham City Council
DONCASTER EAST,5,h,980000,2017,14,Manningham City Council
DONCASTER EAST,3,h,1185000,2017,14,Manningham City Council
DONCASTER EAST,4,t,1100000,2017,14,Manningham City Council
DONCASTER EAST,3,u,720000,2017,14,Manningham City Council
DONCASTER EAST,4,t,1220000,2017,14,Manningham City Council
DONVALE,3,h,1160000,2017,16,Manningham City Council
DONVALE,4,h,775000,2017,16,Manningham City Council
EDITHVALE,3,h,1075000,2017,27,Kingston City Council
ELTHAM,1,u,460000,2017,18,Banyule City Council
ELTHAM,3,h,1105000,2017,18,Banyule City Council
ELTHAM,4,h,900000,2017,18,Banyule City Council
ELTHAM,3,h,1200000,2017,18,Banyule City Council
ELTHAM NORTH,3,h,815000,2017,18,Banyule City Council
ELTHAM NORTH,4,h,890000,2017,18,Banyule City Council
ELWOOD,2,u,855000,2017,7,Port Phillip City Council
ELWOOD,2,u,1050000,2017,7,Port Phillip City Council
ELWOOD,2,u,955000,2017,7,Port Phillip City Council
ELWOOD,2,u,680000,2017,7,Port Phillip City Council
ELWOOD,3,h,1911000,2017,7,Port Phillip City Council
EPPING,3,h,500000,2017,19,Whittlesea City Council
EPPING,4,h,596500,2017,19,Whittlesea City Council
EPPING,4,h,600000,2017,19,Whittlesea City Council
EPPING,4,h,483000,2017,19,Whittlesea City Council
EPPING,3,h,605000,2017,19,Whittlesea City Council
EPPING,4,h,660000,2017,19,Whittlesea City Council
EPPING,4,h,482000,2017,19,Whittlesea City Council
ESSENDON,4,h,900000,2017,7,Moonee Valley City Council
ESSENDON,2,u,645000,2017,7,Moonee Valley City Council
ESSENDON,4,h,1965000,2017,7,Moonee Valley City Council
ESSENDON,3,u,840000,2017,7,Moonee Valley City Council
ESSENDON,2,u,702500,2017,7,Moonee Valley City Council
ESSENDON,3,h,960000,2017,7,Moonee Valley City Council
ESSENDON,4,h,1670000,2017,7,Moonee Valley City Council
EUMEMMERRING,3,h,757000,2017,28,Casey City Council
EUMEMMERRING,4,h,460000,2017,28,Casey City Council
FAWKNER,3,h,687000,2017,13,Hume City Council
FAWKNER,2,u,333000,2017,13,Hume City Council
FAWKNER,3,t,455000,2017,13,Hume City Council
FITZROY NORTH,3,h,1110000,2017,3,Moreland City Council
FITZROY NORTH,2,u,700000,2017,3,Moreland City Council
FITZROY NORTH,3,h,2170000,2017,3,Moreland City Council
FITZROY NORTH,1,u,358500,2017,3,Moreland City Council
FITZROY NORTH,3,h,1000000,2017,3,Moreland City Council
FLEMINGTON,1,u,380000,2017,3,Melbourne City Council
FLEMINGTON,2,u,425000,2017,3,Melbourne City Council
FLEMINGTON,1,u,280000,2017,3,Melbourne City Council
FOOTSCRAY,3,h,876000,2017,5,Maribyrnong City Council
FOOTSCRAY,1,u,227000,2017,5,Maribyrnong City Council
FOOTSCRAY,4,t,841000,2017,5,Maribyrnong City Council
FOOTSCRAY,2,u,605000,2017,5,Maribyrnong City Council
FOOTSCRAY,2,u,305000,2017,5,Maribyrnong City Council
FOREST HILL,4,h,1055000,2017,15,Whitehorse City Council
FOREST HILL,5,h,1300000,2017,15,Whitehorse City Council
FOREST HILL,3,h,1103500,2017,15,Whitehorse City Council
FOREST HILL,4,h,1205000,2017,15,Whitehorse City Council
